type,vertices,heuristic,colors,time
90,100,WELSH_POWELL,44,97771
90,100,DSATUR,44,240943
90,100,GREEDY,45,36489
90,100,WELSH_POWELL,44,100366
90,100,DSATUR,42,234345
90,100,GREEDY,48,35156
90,100,WELSH_POWELL,44,100992
90,100,DSATUR,42,227834
90,100,GREEDY,48,35022
90,100,WELSH_POWELL,44,99874
90,100,DSATUR,44,235456
90,100,GREEDY,49,34523
90,100,WELSH_POWELL,45,99191
90,100,DSATUR,46,240412
90,100,GREEDY,47,32270
90,100,WELSH_POWELL,42,93486
90,100,DSATUR,44,237698
90,100,GREEDY,48,59453
90,100,WELSH_POWELL,46,93311
90,100,DSATUR,43,213977
90,100,GREEDY,47,33903
90,100,WELSH_POWELL,45,94870
90,100,DSATUR,43,205223
90,100,GREEDY,45,33151
90,100,WELSH_POWELL,44,94413
90,100,DSATUR,42,218606
90,100,GREEDY,48,32885
90,100,WELSH_POWELL,45,93489
90,100,DSATUR,44,208655
90,100,GREEDY,46,33513
90,100,WELSH_POWELL,45,95002
90,100,DSATUR,45,324395
90,100,GREEDY,46,34222
90,100,WELSH_POWELL,42,96847
90,100,DSATUR,43,211165
90,100,GREEDY,46,32290
90,100,WELSH_POWELL,43,92585
90,100,DSATUR,43,210670
90,100,GREEDY,48,32988
90,100,WELSH_POWELL,46,92199
90,100,DSATUR,47,212461
90,100,GREEDY,48,33065
90,100,WELSH_POWELL,43,94389
90,100,DSATUR,43,212857
90,100,GREEDY,48,33452
90,100,WELSH_POWELL,48,94316
90,100,DSATUR,44,220652
90,100,GREEDY,47,33840
90,100,WELSH_POWELL,43,93266
90,100,DSATUR,43,214106
90,100,GREEDY,47,31800
90,100,WELSH_POWELL,47,93197
90,100,DSATUR,44,219625
90,100,GREEDY,46,33601
90,100,WELSH_POWELL,44,94602
90,100,DSATUR,43,213671
90,100,GREEDY,47,33637
90,100,WELSH_POWELL,44,95714
90,100,DSATUR,41,222002
90,100,GREEDY,48,34912
90,100,WELSH_POWELL,44,92076
90,100,DSATUR,45,295613
90,100,GREEDY,43,36430
90,100,WELSH_POWELL,42,162666
90,100,DSATUR,42,231992
90,100,GREEDY,47,36212
90,100,WELSH_POWELL,45,99154
90,100,DSATUR,44,228415
90,100,GREEDY,45,35872
90,100,WELSH_POWELL,44,114970
90,100,DSATUR,43,220672
90,100,GREEDY,48,33930
90,100,WELSH_POWELL,44,94495
90,100,DSATUR,43,210690
90,100,GREEDY,47,33150
90,100,WELSH_POWELL,43,93157
90,100,DSATUR,42,219266
90,100,GREEDY,46,34286
90,100,WELSH_POWELL,41,95698
90,100,DSATUR,43,210123
90,100,GREEDY,46,34387
90,100,WELSH_POWELL,41,96139
90,100,DSATUR,44,222713
90,100,GREEDY,45,35492
90,100,WELSH_POWELL,43,96079
90,100,DSATUR,44,214113
90,100,GREEDY,47,33732
90,100,WELSH_POWELL,42,94371
90,100,DSATUR,41,226538
90,100,GREEDY,45,33629
90,100,WELSH_POWELL,45,94403
90,100,DSATUR,42,294108
90,100,GREEDY,48,33070
90,100,WELSH_POWELL,46,94081
90,100,DSATUR,45,211900
90,100,GREEDY,47,33553
90,100,WELSH_POWELL,43,94412
90,100,DSATUR,44,213236
90,100,GREEDY,46,33496
90,100,WELSH_POWELL,44,93946
90,100,DSATUR,42,254053
90,100,GREEDY,47,34580
90,100,WELSH_POWELL,46,94485
90,100,DSATUR,44,212377
90,100,GREEDY,47,33190
90,100,WELSH_POWELL,47,93800
90,100,DSATUR,43,209545
90,100,GREEDY,48,32923
90,100,WELSH_POWELL,43,92882
90,100,DSATUR,43,210123
90,100,GREEDY,51,32332
90,100,WELSH_POWELL,45,92614
90,100,DSATUR,40,204231
90,100,GREEDY,45,33430
90,100,WELSH_POWELL,44,94112
90,100,DSATUR,44,217709
90,100,GREEDY,47,33400
90,100,WELSH_POWELL,45,94353
90,100,DSATUR,42,208244
90,100,GREEDY,49,31622
90,100,WELSH_POWELL,44,93211
90,100,DSATUR,45,213942
90,100,GREEDY,45,32375
90,100,WELSH_POWELL,42,93652
90,100,DSATUR,40,207505
90,100,GREEDY,48,32857
90,100,WELSH_POWELL,44,94673
90,100,DSATUR,43,210665
90,100,GREEDY,45,32577
90,100,WELSH_POWELL,44,95601
90,100,DSATUR,42,256148
90,100,GREEDY,48,33083
90,100,WELSH_POWELL,46,94182
90,100,DSATUR,45,211435
90,100,GREEDY,45,32655
90,100,WELSH_POWELL,44,94140
90,100,DSATUR,45,215009
90,100,GREEDY,46,32758
90,100,WELSH_POWELL,43,94328
90,100,DSATUR,41,254512
90,100,GREEDY,48,33536
90,100,WELSH_POWELL,43,94636
90,100,DSATUR,42,222447
90,100,GREEDY,47,33343
90,100,WELSH_POWELL,46,93617
90,100,DSATUR,42,210803
90,100,GREEDY,44,33300
90,100,WELSH_POWELL,44,93711
90,100,DSATUR,42,215203
90,100,GREEDY,46,33755
90,100,WELSH_POWELL,45,95219
90,100,DSATUR,43,214288
90,100,GREEDY,50,33739
90,100,WELSH_POWELL,43,93403
90,100,DSATUR,46,225195
90,100,GREEDY,46,33432
90,100,WELSH_POWELL,44,95197
90,100,DSATUR,42,217522
90,100,GREEDY,50,31506
90,100,WELSH_POWELL,44,92886
90,100,DSATUR,46,231871
90,100,GREEDY,48,32342
90,100,WELSH_POWELL,45,93743
90,100,DSATUR,43,215994
90,100,GREEDY,47,32212
90,100,WELSH_POWELL,46,93648
90,100,DSATUR,45,224906
90,100,GREEDY,50,34281
90,100,WELSH_POWELL,46,109516
90,100,DSATUR,46,211424
90,100,GREEDY,42,33064
90,100,WELSH_POWELL,44,94493
90,100,DSATUR,43,214228
90,100,GREEDY,46,32992
90,100,WELSH_POWELL,43,95353
90,100,DSATUR,44,209316
90,100,GREEDY,44,57726
90,100,WELSH_POWELL,44,112439
90,100,DSATUR,43,215213
90,100,GREEDY,49,32897
90,100,WELSH_POWELL,44,93682
90,100,DSATUR,42,217611
90,100,GREEDY,46,34696
90,100,WELSH_POWELL,42,95675
90,100,DSATUR,42,218047
90,100,GREEDY,45,34855
90,100,WELSH_POWELL,44,94791
90,100,DSATUR,43,219850
90,100,GREEDY,47,33814
90,100,WELSH_POWELL,45,94874
90,100,DSATUR,44,210365
90,100,GREEDY,47,32969
90,100,WELSH_POWELL,43,95444
90,100,DSATUR,42,213570
90,100,GREEDY,48,33338
90,100,WELSH_POWELL,44,95881
90,100,DSATUR,44,394740
90,100,GREEDY,48,33614
90,100,WELSH_POWELL,44,94446
90,100,DSATUR,45,214179
90,100,GREEDY,47,31868
90,100,WELSH_POWELL,45,92827
90,100,DSATUR,45,214982
90,100,GREEDY,48,32201
90,100,WELSH_POWELL,46,93005
90,100,DSATUR,46,212657
90,100,GREEDY,52,34852
90,100,WELSH_POWELL,45,95625
90,100,DSATUR,42,217364
90,100,GREEDY,44,34335
90,100,WELSH_POWELL,45,95562
90,100,DSATUR,44,282545
90,100,GREEDY,47,44393
90,100,WELSH_POWELL,43,120925
90,100,DSATUR,41,264739
90,100,GREEDY,45,42005
90,100,WELSH_POWELL,45,125924
90,100,DSATUR,43,269060
90,100,GREEDY,48,41365
90,100,WELSH_POWELL,46,116387
90,100,DSATUR,45,268823
90,100,GREEDY,46,42457
90,100,WELSH_POWELL,45,130721
90,100,DSATUR,44,297062
90,100,GREEDY,50,41266
90,100,WELSH_POWELL,46,118339
90,100,DSATUR,44,267683
90,100,GREEDY,51,40923
90,100,WELSH_POWELL,43,117035
90,100,DSATUR,44,274184
90,100,GREEDY,47,39920
90,100,WELSH_POWELL,46,115494
90,100,DSATUR,42,260482
90,100,GREEDY,45,42453
90,100,WELSH_POWELL,42,118550
90,100,DSATUR,43,264391
90,100,GREEDY,49,40043
90,100,WELSH_POWELL,44,116237
90,100,DSATUR,43,261786
90,100,GREEDY,46,41476
90,100,WELSH_POWELL,44,117943
90,100,DSATUR,45,266048
91,100,GREEDY,49,40837
91,100,WELSH_POWELL,45,116045
91,100,DSATUR,44,261704
91,100,GREEDY,46,37852
91,100,WELSH_POWELL,46,112844
91,100,DSATUR,44,261945
91,100,GREEDY,49,39869
91,100,WELSH_POWELL,45,115338
91,100,DSATUR,45,260044
91,100,GREEDY,50,40113
91,100,WELSH_POWELL,45,115797
91,100,DSATUR,44,262613
91,100,GREEDY,48,33407
91,100,WELSH_POWELL,44,98880
91,100,DSATUR,47,231802
91,100,GREEDY,47,35185
91,100,WELSH_POWELL,46,99623
91,100,DSATUR,43,225950
91,100,GREEDY,46,32868
91,100,WELSH_POWELL,44,98707
91,100,DSATUR,43,273376
91,100,GREEDY,46,34387
91,100,WELSH_POWELL,48,97606
91,100,DSATUR,46,226707
91,100,GREEDY,49,35508
91,100,WELSH_POWELL,45,100036
91,100,DSATUR,46,227465
91,100,GREEDY,52,34130
91,100,WELSH_POWELL,44,99474
91,100,DSATUR,46,237208
91,100,GREEDY,47,34111
91,100,WELSH_POWELL,46,99417
91,100,DSATUR,46,226372
91,100,GREEDY,48,33680
91,100,WELSH_POWELL,46,100631
91,100,DSATUR,43,225585
91,100,GREEDY,51,33431
91,100,WELSH_POWELL,45,98905
91,100,DSATUR,45,224871
91,100,GREEDY,47,34819
91,100,WELSH_POWELL,47,99732
91,100,DSATUR,43,226412
91,100,GREEDY,49,33387
91,100,WELSH_POWELL,45,104637
91,100,DSATUR,45,252297
91,100,GREEDY,48,33357
91,100,WELSH_POWELL,45,91610
91,100,DSATUR,43,225169
91,100,GREEDY,48,32514
91,100,WELSH_POWELL,44,92804
91,100,DSATUR,46,213894
91,100,GREEDY,48,31616
91,100,WELSH_POWELL,44,92376
91,100,DSATUR,45,225223
91,100,GREEDY,46,32769
91,100,WELSH_POWELL,45,93830
91,100,DSATUR,46,218290
91,100,GREEDY,47,34536
91,100,WELSH_POWELL,45,101110
91,100,DSATUR,45,229860
91,100,GREEDY,49,33093
91,100,WELSH_POWELL,45,93401
91,100,DSATUR,43,215086
91,100,GREEDY,45,89647
91,100,WELSH_POWELL,42,140501
91,100,DSATUR,41,222706
91,100,GREEDY,46,31379
91,100,WELSH_POWELL,45,92134
91,100,DSATUR,44,211906
91,100,GREEDY,45,30781
91,100,WELSH_POWELL,45,91496
91,100,DSATUR,43,211886
91,100,GREEDY,47,32419
91,100,WELSH_POWELL,44,93883
91,100,DSATUR,44,213294
91,100,GREEDY,52,32075
91,100,WELSH_POWELL,48,92110
91,100,DSATUR,43,210342
91,100,GREEDY,49,33139
91,100,WELSH_POWELL,46,96095
91,100,DSATUR,46,216599
91,100,GREEDY,48,31768
91,100,WELSH_POWELL,46,93144
91,100,DSATUR,44,209807
91,100,GREEDY,49,31415
91,100,WELSH_POWELL,45,143372
91,100,DSATUR,44,214060
91,100,GREEDY,50,32823
91,100,WELSH_POWELL,44,93981
91,100,DSATUR,44,212850
91,100,GREEDY,48,31322
91,100,WELSH_POWELL,44,92629
91,100,DSATUR,43,206437
91,100,GREEDY,49,31691
91,100,WELSH_POWELL,49,91366
91,100,DSATUR,45,277925
91,100,GREEDY,45,32911
91,100,WELSH_POWELL,46,92142
91,100,DSATUR,44,215736
91,100,GREEDY,42,31224
91,100,WELSH_POWELL,45,91582
91,100,DSATUR,43,216140
91,100,GREEDY,48,31326
91,100,WELSH_POWELL,43,92027
91,100,DSATUR,45,213965
91,100,GREEDY,53,30751
91,100,WELSH_POWELL,47,90210
91,100,DSATUR,47,213178
91,100,GREEDY,50,31637
91,100,WELSH_POWELL,46,93168
91,100,DSATUR,45,214375
91,100,GREEDY,49,31073
91,100,WELSH_POWELL,45,91858
91,100,DSATUR,44,214419
91,100,GREEDY,46,32311
91,100,WELSH_POWELL,46,92543
91,100,DSATUR,43,213752
91,100,GREEDY,47,32763
91,100,WELSH_POWELL,44,92556
91,100,DSATUR,43,217162
91,100,GREEDY,48,33392
91,100,WELSH_POWELL,44,94421
91,100,DSATUR,44,215324
91,100,GREEDY,49,32004
91,100,WELSH_POWELL,43,92585
91,100,DSATUR,43,215745
91,100,GREEDY,47,32611
91,100,WELSH_POWELL,46,93077
91,100,DSATUR,45,213000
91,100,GREEDY,49,30068
91,100,WELSH_POWELL,48,91385
91,100,DSATUR,47,211541
91,100,GREEDY,49,30953
91,100,WELSH_POWELL,49,227039
91,100,DSATUR,43,208344
91,100,GREEDY,49,31642
91,100,WELSH_POWELL,46,92726
91,100,DSATUR,44,212745
91,100,GREEDY,48,31825
91,100,WELSH_POWELL,45,92741
91,100,DSATUR,45,208155
91,100,GREEDY,49,31944
91,100,WELSH_POWELL,47,90864
91,100,DSATUR,44,206193
91,100,GREEDY,46,30094
91,100,WELSH_POWELL,44,91529
91,100,DSATUR,46,214831
91,100,GREEDY,45,31209
91,100,WELSH_POWELL,44,92992
91,100,DSATUR,44,211827
91,100,GREEDY,50,31809
91,100,WELSH_POWELL,46,92145
91,100,DSATUR,42,209586
91,100,GREEDY,51,32152
91,100,WELSH_POWELL,46,93567
91,100,DSATUR,43,216232
91,100,GREEDY,49,31707
91,100,WELSH_POWELL,46,92108
91,100,DSATUR,45,215121
91,100,GREEDY,45,32658
91,100,WELSH_POWELL,42,91729
91,100,DSATUR,41,211420
91,100,GREEDY,49,32825
91,100,WELSH_POWELL,47,92804
91,100,DSATUR,47,293750
91,100,GREEDY,48,31622
91,100,WELSH_POWELL,44,90594
91,100,DSATUR,44,212667
91,100,GREEDY,49,31960
91,100,WELSH_POWELL,47,92276
91,100,DSATUR,43,208686
91,100,GREEDY,49,32127
91,100,WELSH_POWELL,45,93933
91,100,DSATUR,44,215214
91,100,GREEDY,51,31319
91,100,WELSH_POWELL,46,92759
91,100,DSATUR,45,215055
91,100,GREEDY,48,32540
91,100,WELSH_POWELL,44,91821
91,100,DSATUR,45,212656
91,100,GREEDY,50,33479
91,100,WELSH_POWELL,44,91132
91,100,DSATUR,42,211496
91,100,GREEDY,46,32151
91,100,WELSH_POWELL,44,93069
91,100,DSATUR,43,210507
91,100,GREEDY,47,32368
91,100,WELSH_POWELL,44,92332
91,100,DSATUR,43,212123
91,100,GREEDY,46,31063
91,100,WELSH_POWELL,48,92142
91,100,DSATUR,43,213902
91,100,GREEDY,49,32688
91,100,WELSH_POWELL,44,92388
91,100,DSATUR,45,212127
91,100,GREEDY,53,131953
91,100,WELSH_POWELL,46,110784
91,100,DSATUR,45,238428
91,100,GREEDY,49,32941
91,100,WELSH_POWELL,46,93733
91,100,DSATUR,45,213119
91,100,GREEDY,46,31848
91,100,WELSH_POWELL,46,90979
91,100,DSATUR,44,215424
91,100,GREEDY,45,32779
91,100,WELSH_POWELL,44,92498
91,100,DSATUR,45,222798
91,100,GREEDY,49,31284
91,100,WELSH_POWELL,46,90626
91,100,DSATUR,45,212445
91,100,GREEDY,50,30807
91,100,WELSH_POWELL,47,91176
91,100,DSATUR,45,212805
91,100,GREEDY,47,32965
91,100,WELSH_POWELL,46,95282
91,100,DSATUR,42,213741
91,100,GREEDY,49,29964
91,100,WELSH_POWELL,46,90844
91,100,DSATUR,43,214372
91,100,GREEDY,49,31584
91,100,WELSH_POWELL,45,91535
91,100,DSATUR,45,284260
91,100,GREEDY,47,34422
91,100,WELSH_POWELL,48,92803
91,100,DSATUR,44,208029
91,100,GREEDY,47,32199
91,100,WELSH_POWELL,46,92113
91,100,DSATUR,46,211740
91,100,GREEDY,51,30800
91,100,WELSH_POWELL,46,90863
91,100,DSATUR,46,214240
91,100,GREEDY,50,31173
91,100,WELSH_POWELL,46,91986
91,100,DSATUR,45,207938
91,100,GREEDY,49,34961
91,100,WELSH_POWELL,44,108189
91,100,DSATUR,42,212386
91,100,GREEDY,48,33415
91,100,WELSH_POWELL,46,94008
91,100,DSATUR,44,208375
91,100,GREEDY,50,30929
91,100,WELSH_POWELL,44,91374
91,100,DSATUR,45,207414
91,100,GREEDY,50,30570
91,100,WELSH_POWELL,46,91588
91,100,DSATUR,47,209112
91,100,GREEDY,49,31570
91,100,WELSH_POWELL,46,93439
91,100,DSATUR,44,212166
91,100,GREEDY,48,31409
91,100,WELSH_POWELL,47,90456
91,100,DSATUR,47,213912
91,100,GREEDY,48,32515
91,100,WELSH_POWELL,46,93985
91,100,DSATUR,44,209842
91,100,GREEDY,49,30717
91,100,WELSH_POWELL,47,90945
91,100,DSATUR,44,204789
91,100,GREEDY,49,31963
91,100,WELSH_POWELL,44,92153
91,100,DSATUR,45,210677
91,100,GREEDY,49,31969
91,100,WELSH_POWELL,44,91391
91,100,DSATUR,44,208049
91,100,GREEDY,46,31144
91,100,WELSH_POWELL,45,91718
91,100,DSATUR,44,208501
91,100,GREEDY,48,31983
91,100,WELSH_POWELL,48,92466
91,100,DSATUR,43,210089
91,100,GREEDY,48,31930
91,100,WELSH_POWELL,46,90948
91,100,DSATUR,46,204350
91,100,GREEDY,48,31982
91,100,WELSH_POWELL,46,90401
91,100,DSATUR,43,208020
91,100,GREEDY,49,30989
91,100,WELSH_POWELL,47,90749
91,100,DSATUR,45,209037
91,100,GREEDY,47,30954
91,100,WELSH_POWELL,45,90858
91,100,DSATUR,43,207615
91,100,GREEDY,50,30294
91,100,WELSH_POWELL,47,91705
91,100,DSATUR,44,209434
91,100,GREEDY,49,33287
91,100,WELSH_POWELL,43,93866
91,100,DSATUR,44,210172
91,100,GREEDY,46,32977
91,100,WELSH_POWELL,42,93850
91,100,DSATUR,42,208233
91,100,GREEDY,49,31719
91,100,WELSH_POWELL,47,92458
91,100,DSATUR,44,207843
91,100,GREEDY,49,32285
91,100,WELSH_POWELL,43,93305
91,100,DSATUR,45,211670
91,100,GREEDY,48,31248
91,100,WELSH_POWELL,46,92441
91,100,DSATUR,45,212459
91,100,GREEDY,49,31081
91,100,WELSH_POWELL,44,92347
91,100,DSATUR,44,208457
91,100,GREEDY,47,32905
91,100,WELSH_POWELL,44,93459
91,100,DSATUR,43,215601
91,100,GREEDY,45,32385
91,100,WELSH_POWELL,48,93279
91,100,DSATUR,43,218080
91,100,GREEDY,47,31946
91,100,WELSH_POWELL,48,92278
91,100,DSATUR,45,215596
91,100,GREEDY,51,42056
91,100,WELSH_POWELL,44,124307
91,100,DSATUR,45,230695
91,100,GREEDY,49,33001
91,100,WELSH_POWELL,47,92678
91,100,DSATUR,44,212353
91,100,GREEDY,48,31640
91,100,WELSH_POWELL,45,91478
91,100,DSATUR,44,209371
91,100,GREEDY,50,31111
91,100,WELSH_POWELL,46,90685
91,100,DSATUR,45,210066
91,100,GREEDY,49,30954
91,100,WELSH_POWELL,47,92393
91,100,DSATUR,45,210593
91,100,GREEDY,45,32448
91,100,WELSH_POWELL,44,93246
91,100,DSATUR,44,212565
91,100,GREEDY,49,30300
91,100,WELSH_POWELL,44,90756
91,100,DSATUR,47,207265
91,100,GREEDY,49,32183
91,100,WELSH_POWELL,46,92081
91,100,DSATUR,46,209971
91,100,GREEDY,46,32110
91,100,WELSH_POWELL,47,93197
91,100,DSATUR,43,206781
91,100,GREEDY,49,31321
91,100,WELSH_POWELL,47,91810
91,100,DSATUR,47,220069
91,100,GREEDY,50,30813
91,100,WELSH_POWELL,46,90713
91,100,DSATUR,46,207903
91,100,GREEDY,48,30673
91,100,WELSH_POWELL,44,92026
91,100,DSATUR,48,209520
91,100,GREEDY,48,31617
91,100,WELSH_POWELL,44,90662
91,100,DSATUR,44,209256
91,100,GREEDY,45,32977
91,100,WELSH_POWELL,45,92684
91,100,DSATUR,43,210773
91,100,GREEDY,48,31136
91,100,WELSH_POWELL,47,91083
91,100,DSATUR,45,209942
91,100,GREEDY,50,32036
91,100,WELSH_POWELL,44,92578
91,100,DSATUR,47,263720
91,100,GREEDY,49,32528
91,100,WELSH_POWELL,46,93695
91,100,DSATUR,44,211236
91,100,GREEDY,47,32104
91,100,WELSH_POWELL,46,92962
91,100,DSATUR,45,213719
91,100,GREEDY,47,31565
91,100,WELSH_POWELL,44,93332
91,100,DSATUR,45,210181
91,100,GREEDY,47,31665
91,100,WELSH_POWELL,45,92571
91,100,DSATUR,46,212423
91,100,GREEDY,50,32437
91,100,WELSH_POWELL,45,91545
91,100,DSATUR,45,214188
91,100,GREEDY,48,31855
91,100,WELSH_POWELL,44,91832
91,100,DSATUR,46,211863
91,100,GREEDY,49,32009
91,100,WELSH_POWELL,47,93774
91,100,DSATUR,44,214359
91,100,GREEDY,51,31259
91,100,WELSH_POWELL,47,91367
91,100,DSATUR,48,230477
91,100,GREEDY,47,32196
91,100,WELSH_POWELL,45,92414
91,100,DSATUR,45,217904
91,100,GREEDY,50,32648
91,100,WELSH_POWELL,43,92407
91,100,DSATUR,44,280173
91,100,GREEDY,48,32645
91,100,WELSH_POWELL,46,92380
91,100,DSATUR,44,214180
91,100,GREEDY,49,31859
91,100,WELSH_POWELL,45,91703
91,100,DSATUR,45,207382
91,100,GREEDY,50,30886
91,100,WELSH_POWELL,47,91645
91,100,DSATUR,50,221795
91,100,GREEDY,49,30568
91,100,WELSH_POWELL,49,90651
91,100,DSATUR,44,211608
91,100,GREEDY,49,30682
91,100,WELSH_POWELL,47,90738
91,100,DSATUR,45,213326
91,100,GREEDY,47,31396
91,100,WELSH_POWELL,47,91830
91,100,DSATUR,47,217487
91,100,GREEDY,50,31658
91,100,WELSH_POWELL,46,92073
91,100,DSATUR,44,210164
91,100,GREEDY,49,32981
91,100,WELSH_POWELL,44,92749
91,100,DSATUR,46,213841
91,100,GREEDY,49,31643
91,100,WELSH_POWELL,46,90511
91,100,DSATUR,44,210408
91,100,GREEDY,48,30758
91,100,WELSH_POWELL,44,92303
91,100,DSATUR,46,254518
91,100,GREEDY,49,69417
91,100,WELSH_POWELL,45,91678
91,100,DSATUR,42,209691
91,100,GREEDY,44,31840
91,100,WELSH_POWELL,44,93134
91,100,DSATUR,45,210911
91,100,GREEDY,46,31829
91,100,WELSH_POWELL,43,93795
91,100,DSATUR,45,219689
91,100,GREEDY,51,30971
91,100,WELSH_POWELL,47,91025
91,100,DSATUR,46,218659
91,100,GREEDY,50,32102
91,100,WELSH_POWELL,46,93137
91,100,DSATUR,46,211337
91,100,GREEDY,48,32044
91,100,WELSH_POWELL,47,91101
91,100,DSATUR,45,210279
91,100,GREEDY,48,30722
91,100,WELSH_POWELL,47,91568
91,100,DSATUR,44,316916
91,100,GREEDY,48,38682
91,100,WELSH_POWELL,46,113194
91,100,DSATUR,46,259760
91,100,GREEDY,50,40161
91,100,WELSH_POWELL,44,115011
91,100,DSATUR,43,256855
91,100,GREEDY,49,39466
91,100,WELSH_POWELL,45,113267
91,100,DSATUR,44,265975
91,100,GREEDY,50,40468
91,100,WELSH_POWELL,44,114403
91,100,DSATUR,44,254177
91,100,GREEDY,45,40786
91,100,WELSH_POWELL,41,115966
91,100,DSATUR,42,320811
91,100,GREEDY,48,38441
91,100,WELSH_POWELL,44,113288
91,100,DSATUR,45,256035
91,100,GREEDY,49,39656
91,100,WELSH_POWELL,46,115027
91,100,DSATUR,44,261380
91,100,GREEDY,49,40262
91,100,WELSH_POWELL,45,116591
91,100,DSATUR,44,255283
91,100,GREEDY,48,38392
91,100,WELSH_POWELL,45,113808
91,100,DSATUR,45,258213
91,100,GREEDY,49,39879
91,100,WELSH_POWELL,43,114591
91,100,DSATUR,43,259800
91,100,GREEDY,49,43070
91,100,WELSH_POWELL,46,115113
91,100,DSATUR,45,245705
91,100,GREEDY,52,33349
91,100,WELSH_POWELL,47,96510
91,100,DSATUR,46,225977
91,100,GREEDY,51,33744
91,100,WELSH_POWELL,46,99142
91,100,DSATUR,45,221909
91,100,GREEDY,50,33281
91,100,WELSH_POWELL,45,98272
91,100,DSATUR,46,222319
91,100,GREEDY,48,32486
91,100,WELSH_POWELL,46,95108
91,100,DSATUR,42,220013
91,100,GREEDY,47,33686
91,100,WELSH_POWELL,44,98373
91,100,DSATUR,43,224140
91,100,GREEDY,47,77916
91,100,WELSH_POWELL,46,113009
91,100,DSATUR,44,230657
91,100,GREEDY,47,33795
91,100,WELSH_POWELL,45,110175
91,100,DSATUR,43,229083
91,100,GREEDY,48,34382
91,100,WELSH_POWELL,46,99214
91,100,DSATUR,46,225768
91,100,GREEDY,47,32914
91,100,WELSH_POWELL,45,99733
91,100,DSATUR,45,226314
91,100,GREEDY,50,34283
91,100,WELSH_POWELL,44,100546
91,100,DSATUR,44,225288
91,100,GREEDY,48,33519
91,100,WELSH_POWELL,44,98129
91,100,DSATUR,44,226327
91,100,GREEDY,49,48076
91,100,WELSH_POWELL,41,93829
91,100,DSATUR,44,216926
91,100,GREEDY,47,31753
91,100,WELSH_POWELL,46,91670
91,100,DSATUR,46,222686
91,100,GREEDY,49,32241
91,100,WELSH_POWELL,44,93242
91,100,DSATUR,45,210231
91,100,GREEDY,47,30959
91,100,WELSH_POWELL,46,91024
91,100,DSATUR,46,214272
91,100,GREEDY,48,31470
91,100,WELSH_POWELL,44,92995
91,100,DSATUR,45,214195
91,100,GREEDY,46,31498
91,100,WELSH_POWELL,44,92562
91,100,DSATUR,43,210731
91,100,GREEDY,46,31957
91,100,WELSH_POWELL,47,92559
91,100,DSATUR,46,352950
91,100,GREEDY,51,35281
91,100,WELSH_POWELL,45,98896
91,100,DSATUR,46,230100
91,100,GREEDY,48,34085
91,100,WELSH_POWELL,44,128817
91,100,DSATUR,42,229182
91,100,GREEDY,47,36763
91,100,WELSH_POWELL,45,99687
91,100,DSATUR,44,585859
91,100,GREEDY,49,35021
91,100,WELSH_POWELL,47,104923
91,100,DSATUR,48,242284
91,100,GREEDY,45,36767
91,100,WELSH_POWELL,45,140262
91,100,DSATUR,44,525112
91,100,GREEDY,47,33009
91,100,WELSH_POWELL,47,97843
91,100,DSATUR,44,223988
91,100,GREEDY,48,32493
91,100,WELSH_POWELL,43,149623
91,100,DSATUR,42,389793
91,100,GREEDY,49,48335
91,100,WELSH_POWELL,43,92707
91,100,DSATUR,42,220990
91,100,GREEDY,49,163338
91,100,WELSH_POWELL,45,128362
91,100,DSATUR,43,223870
91,100,GREEDY,46,32151
91,100,WELSH_POWELL,45,96585
91,100,DSATUR,45,245300
91,100,GREEDY,50,35743
91,100,WELSH_POWELL,44,130660
91,100,DSATUR,43,376616
91,100,GREEDY,46,34763
91,100,WELSH_POWELL,45,98971
91,100,DSATUR,46,230321
91,100,GREEDY,49,34732
91,100,WELSH_POWELL,45,214397
91,100,DSATUR,43,240168
91,100,GREEDY,47,33212
91,100,WELSH_POWELL,44,97138
91,100,DSATUR,42,237526
91,100,GREEDY,51,31650
91,100,WELSH_POWELL,45,93736
91,100,DSATUR,45,239646
91,100,GREEDY,48,31041
91,100,WELSH_POWELL,47,89359
91,100,DSATUR,46,204821
91,100,GREEDY,49,32964
91,100,WELSH_POWELL,43,95631
91,100,DSATUR,43,234072
91,100,GREEDY,50,31916
91,100,WELSH_POWELL,44,95720
91,100,DSATUR,47,459565
91,100,GREEDY,47,33510
91,100,WELSH_POWELL,40,95175
91,100,DSATUR,40,223840
91,100,GREEDY,49,32884
91,100,WELSH_POWELL,45,95679
91,100,DSATUR,46,348219
91,100,GREEDY,51,35352
91,100,WELSH_POWELL,47,99339
91,100,DSATUR,45,224744
91,100,GREEDY,47,34553
91,100,WELSH_POWELL,45,99113
91,100,DSATUR,47,228835
91,100,GREEDY,48,33342
91,100,WELSH_POWELL,46,97369
91,100,DSATUR,46,224328
91,100,GREEDY,50,32861
91,100,WELSH_POWELL,46,97192
91,100,DSATUR,46,226203
91,100,GREEDY,48,35393
91,100,WELSH_POWELL,44,100245
91,100,DSATUR,46,227303
91,100,GREEDY,48,33716
91,100,WELSH_POWELL,48,99129
91,100,DSATUR,45,226801
91,100,GREEDY,45,33594
91,100,WELSH_POWELL,44,99360
91,100,DSATUR,43,223907
91,100,GREEDY,47,33840
91,100,WELSH_POWELL,46,112570
91,100,DSATUR,45,211833
91,100,GREEDY,47,33185
91,100,WELSH_POWELL,45,94339
